time,x,y,z
15.593,0.01,0.00,0.03
15.598,-0.00,-0.03,-0.01
15.603,-0.01,-0.01,0.02
15.608,0.01,-0.05,-0.09
15.622,-0.00,0.01,0.05
15.623,0.00,-0.02,-0.03
15.624,-0.03,-0.02,0.06
15.651,0.01,0.00,-0.04
15.653,-0.02,0.02,-0.01
15.654,-0.02,-0.00,0.02
15.654,-0.00,-0.00,-0.05
15.655,-0.01,0.02,0.01
15.656,0.01,-0.02,-0.00
15.662,-0.02,0.02,0.06
15.663,0.07,-0.04,-0.00
15.668,0.00,-0.01,0.02
15.673,0.02,0.03,-0.02
15.679,0.00,-0.00,0.03
15.683,-0.02,0.03,-0.06
15.688,-0.01,0.03,-0.02
15.694,0.01,-0.02,-0.07
15.698,-0.03,-0.01,-0.04
15.703,-0.01,0.01,-0.11
15.708,-0.02,0.00,-0.02
15.715,-0.01,0.01,-0.09
15.718,0.04,0.02,-0.11
15.723,0.00,0.03,-0.20
15.728,-0.03,-0.03,-0.20
15.733,0.02,-0.02,-0.19
15.738,0.00,0.03,-0.15
15.743,-0.02,0.04,-0.21
15.756,0.02,-0.02,-0.24
15.758,0.01,0.02,-0.20
15.759,-0.03,0.06,-0.31
15.789,0.01,0.03,-0.20
15.790,-0.00,0.00,-0.27
15.790,-0.02,0.00,-0.31
15.791,-0.01,-0.02,-0.26
15.792,0.00,0.01,-0.28
15.793,0.03,-0.04,-0.27
15.795,0.01,0.01,-0.28
15.801,-0.01,-0.01,-0.29
15.804,0.03,-0.06,-0.36
15.808,0.01,0.01,-0.30
15.814,-0.03,-0.02,-0.27
15.819,0.01,-0.02,-0.30
15.824,-0.02,-0.01,-0.30
15.830,0.01,-0.01,-0.28
15.835,-0.02,0.01,-0.28
15.839,-0.00,0.00,-0.27
15.843,0.04,-0.00,-0.28
15.851,-0.01,-0.01,-0.25
15.855,0.03,-0.01,-0.15
15.859,0.02,-0.06,-0.12
15.863,-0.00,-0.01,-0.10
15.870,-0.02,0.01,0.18
15.874,0.00,0.01,0.01
15.879,-0.00,0.02,0.18
15.891,-0.00,0.01,0.09
15.892,-0.05,-0.03,0.19
15.895,-0.01,0.07,0.24
15.902,-0.00,0.07,0.20
15.977,-0.01,0.05,0.05
15.978,-0.03,0.03,0.21
15.979,0.02,0.01,0.09
15.980,-0.04,0.03,0.05
15.980,-0.03,-0.04,0.13
15.981,-0.00,-0.01,-0.08
15.982,-0.02,-0.02,0.07
15.982,0.01,0.01,-0.02
15.983,0.01,-0.03,-0.00
15.984,0.01,-0.05,0.10
15.984,0.02,0.01,-0.04
15.985,-0.02,-0.02,0.14
15.986,0.04,-0.03,-0.06
15.986,0.02,-0.00,0.09
15.987,-0.00,0.00,0.02
15.988,0.01,-0.02,0.08
15.988,0.00,-0.01,0.03
15.989,-0.01,0.03,0.13
16.007,-0.00,0.01,0.08
16.008,-0.01,0.00,0.09
16.009,0.05,-0.01,0.09
16.009,-0.00,0.01,0.14
16.014,0.00,-0.01,-0.03
16.026,-0.01,-0.01,-0.06
16.039,-0.02,-0.02,0.06
16.040,0.01,0.02,0.01
16.060,-0.03,-0.00,-0.05
16.064,0.02,-0.00,0.06
16.065,-0.02,-0.00,0.00
16.066,0.00,-0.01,0.06
16.067,-0.01,-0.01,0.01
16.068,0.01,-0.01,0.13
16.069,0.01,-0.01,-0.03
16.070,0.01,-0.02,0.05
16.075,0.04,0.00,-0.02
16.079,0.01,-0.01,0.10
16.085,0.04,0.02,-0.01
16.088,-0.01,-0.01,0.09
16.093,-0.02,0.03,0.01
16.098,-0.04,-0.00,0.04
16.103,-0.01,-0.00,-0.03
16.108,-0.01,0.02,0.09
16.113,-0.03,0.02,-0.01
16.119,-0.02,-0.01,-0.03
16.123,0.00,-0.00,0.04
16.128,-0.01,0.02,-0.05
16.133,-0.01,-0.02,-0.01
16.138,-0.04,-0.01,0.07
16.143,-0.00,0.03,0.03
16.149,-0.00,-0.05,0.08
16.153,-0.02,-0.02,0.13
16.159,-0.00,0.03,0.08
16.163,0.02,0.03,0.08
16.181,-0.01,0.01,-0.02
16.182,-0.03,0.03,0.07
16.182,0.00,-0.04,-0.06
16.186,-0.00,-0.04,0.03
16.190,-0.00,0.02,0.03
16.194,0.00,-0.01,0.06
16.198,0.01,-0.04,0.00
16.203,-0.02,-0.03,0.04
16.208,-0.00,0.02,0.09
16.213,-0.01,-0.02,0.06
16.221,0.00,-0.02,0.07
16.224,-0.00,0.03,0.08
16.229,0.00,-0.01,0.06
16.234,0.01,-0.03,0.00
16.239,-0.03,0.03,0.09
16.244,0.03,-0.01,0.07
16.248,0.01,-0.03,0.02
16.254,-0.01,-0.03,0.03
16.259,-0.05,0.00,0.09
16.264,-0.02,0.01,0.10
16.269,0.04,-0.02,-0.06
16.274,0.03,0.01,0.12
16.279,0.05,-0.00,0.00
16.284,0.02,-0.05,0.08
16.291,0.01,-0.02,0.01
16.294,-0.01,-0.01,0.04
16.299,-0.03,0.01,-0.00
16.311,0.02,0.02,0.04
16.312,-0.03,0.01,0.00
16.321,-0.05,0.01,0.06
16.323,0.06,-0.02,-0.03
16.370,-0.02,-0.02,-0.00
16.370,0.00,0.04,0.11
16.370,0.04,-0.01,-0.04
16.371,0.00,0.02,0.07
16.371,0.02,-0.02,0.01
16.371,0.00,0.01,0.06
16.372,-0.01,-0.02,-0.02
16.372,-0.02,0.01,0.08
16.372,-0.01,-0.00,-0.03
16.373,-0.01,-0.06,0.04
16.377,-0.04,0.00,-0.04
16.379,-0.04,0.03,0.08
16.384,-0.05,-0.03,-0.01
16.389,-0.04,0.01,0.02
16.394,-0.04,-0.01,0.03
16.399,-0.06,0.00,0.03
16.404,-0.04,0.01,0.02
16.409,-0.05,0.02,-0.03
16.414,-0.04,0.02,0.07
16.420,-0.03,-0.02,-0.02
16.424,-0.02,0.01,0.01
16.429,-0.02,0.03,-0.01
16.434,-0.03,0.01,0.01
16.445,0.04,-0.01,-0.03
16.446,0.03,0.04,0.12
16.452,0.04,-0.03,0.02
16.457,0.01,-0.01,-0.05
16.481,0.00,-0.02,-0.01
16.482,0.05,-0.02,0.01
16.483,0.01,-0.02,-0.02
16.483,0.04,0.01,0.09
16.485,0.01,0.05,0.08
16.485,0.01,-0.00,-0.01
16.491,0.01,0.01,0.05
16.494,0.02,0.02,0.08
16.499,0.04,-0.00,-0.04
16.504,0.05,0.01,-0.04
16.509,0.02,0.02,0.03
16.514,0.02,0.03,-0.03
16.519,0.02,-0.02,0.06
16.525,0.03,-0.03,0.01
16.529,-0.00,-0.04,0.08
16.539,-0.00,0.02,0.01
16.540,-0.01,-0.02,-0.00
16.571,-0.01,-0.04,0.07
16.572,0.01,0.02,-0.05
16.573,-0.03,-0.00,0.01
16.574,-0.00,-0.00,-0.00
16.574,-0.00,0.01,0.08
16.575,-0.04,-0.02,0.04
16.575,-0.04,-0.00,-0.01
16.612,-0.04,0.05,0.04
16.613,-0.05,0.03,0.06
16.615,-0.02,-0.01,0.00
16.615,0.00,0.01,0.09
16.616,-0.05,0.02,-0.03
16.617,-0.02,-0.00,0.02
16.618,0.01,0.01,0.02
16.619,0.01,-0.01,0.06
16.620,0.04,0.03,0.06
16.625,0.00,-0.02,-0.00
16.629,0.02,0.00,0.01
16.634,0.01,-0.02,-0.04
16.639,0.06,-0.01,0.03
16.644,0.04,-0.03,0.01
16.649,0.03,0.02,0.01
16.654,0.07,0.02,-0.00
16.660,0.03,0.00,0.03
16.664,0.05,0.02,0.03
16.669,0.02,-0.03,0.03
16.674,-0.01,-0.03,0.01
16.694,0.03,-0.04,-0.04
16.697,0.05,-0.03,-0.00
16.698,0.01,-0.03,-0.02
16.698,0.03,-0.03,0.01
16.701,0.03,0.01,-0.10
16.704,-0.04,-0.01,0.08
16.709,-0.04,-0.05,0.01
16.714,-0.03,0.01,0.02
16.719,-0.00,-0.01,0.03
16.724,-0.02,0.00,0.01
16.730,-0.07,0.06,0.02
16.734,-0.01,0.04,-0.03
16.739,-0.01,0.03,-0.02
16.744,-0.01,0.01,0.06
16.749,0.01,0.01,0.05
16.754,0.00,-0.04,0.00
16.761,-0.00,0.02,0.06
16.764,0.01,0.02,0.04
16.769,0.01,0.00,-0.02
16.774,-0.03,-0.02,0.02
16.779,0.01,0.04,0.10
16.784,0.04,-0.01,-0.02
16.789,0.04,-0.02,0.04
16.795,0.01,0.03,0.05
16.799,-0.01,0.01,0.02
16.804,0.01,-0.06,-0.04
16.809,-0.01,-0.01,0.08
16.814,-0.02,0.02,0.00
16.822,0.03,-0.02,-0.10
16.825,0.03,-0.02,0.02
16.851,-0.00,0.00,0.04
16.852,0.00,0.02,0.04
16.853,0.01,-0.02,-0.03
16.854,-0.03,0.00,0.05
16.854,0.02,-0.03,0.06
16.855,0.04,-0.00,-0.03
16.862,0.02,-0.00,-0.02
16.867,-0.01,0.01,0.04
16.870,-0.00,-0.04,0.01
16.875,-0.02,0.01,-0.06
16.880,-0.04,-0.01,0.10
16.885,-0.05,0.04,0.01
16.890,-0.02,-0.01,0.06
16.896,-0.01,-0.01,-0.04
16.900,-0.00,0.02,0.09
16.905,-0.02,-0.03,-0.06
16.910,0.00,0.00,0.03
16.915,-0.01,0.01,0.01
16.920,-0.00,0.02,0.05
16.925,-0.02,-0.05,-0.04
16.930,-0.01,0.02,-0.02
16.935,0.00,0.04,0.06
16.940,-0.02,0.00,-0.06
16.950,0.04,0.00,0.03
16.958,0.01,0.01,-0.04
16.958,0.02,0.05,0.05
16.962,-0.02,-0.01,-0.04
16.970,0.03,0.01,0.04
16.971,-0.00,-0.02,0.01
16.975,0.01,0.00,-0.01
16.980,0.04,-0.01,0.10
16.985,-0.00,0.02,-0.05
16.990,-0.02,0.03,0.05
16.995,-0.02,-0.01,-0.03
17.000,0.01,0.04,-0.02
17.005,0.03,-0.02,-0.02
17.010,-0.00,0.02,0.02
17.015,0.01,0.01,0.05
17.020,-0.04,-0.02,0.03
17.025,0.04,-0.01,-0.06
17.032,-0.00,-0.03,0.09
17.040,0.00,-0.01,0.00
17.041,0.01,0.00,0.04
17.045,-0.02,-0.02,-0.13
17.051,-0.04,-0.03,0.06
17.055,-0.00,-0.03,-0.06
17.062,-0.01,0.03,0.08
17.068,-0.01,-0.03,0.01
17.072,0.02,-0.01,0.07
17.075,-0.00,0.02,0.04
17.080,-0.03,0.01,0.07
17.086,0.00,0.04,0.02
17.090,-0.04,-0.01,-0.01
17.095,0.01,0.00,-0.01
17.120,0.01,-0.01,0.00
17.122,0.02,0.01,0.02
17.125,-0.01,-0.02,0.09
17.126,-0.02,-0.01,-0.04
17.127,0.04,0.01,0.01
17.127,-0.01,-0.00,0.00
17.137,-0.03,-0.02,0.05
17.137,0.01,-0.01,-0.02
17.141,0.03,0.01,0.02
17.146,-0.03,0.02,-0.00
17.153,0.02,0.00,0.04
17.157,-0.00,0.01,0.06
17.160,-0.01,-0.02,-0.02
17.168,-0.01,-0.00,-0.01
17.170,-0.01,0.02,0.02
17.175,-0.02,-0.02,0.02
17.180,0.03,0.00,0.02
17.186,0.03,-0.03,-0.03
17.190,0.02,0.00,0.02
17.196,-0.02,-0.04,-0.05
17.201,0.02,-0.03,0.03
17.206,0.04,0.02,-0.05
17.210,0.00,0.01,0.03
17.216,0.01,-0.02,-0.01
17.220,-0.00,-0.01,0.05
17.225,-0.03,-0.00,0.02
17.231,0.00,-0.01,-0.00
17.244,0.02,-0.03,-0.01
17.257,0.01,-0.02,0.04
17.258,-0.01,0.02,0.02
17.261,-0.01,0.01,-0.01
17.261,0.02,0.07,-0.01
17.262,0.01,0.01,0.01
17.272,0.01,0.00,0.05
17.273,-0.01,0.00,0.05
17.277,-0.01,-0.03,0.03
17.281,-0.04,-0.02,-0.02
17.286,-0.01,0.00,0.06
17.291,-0.01,-0.01,0.05
17.295,0.04,0.01,-0.07
17.301,0.00,-0.03,0.05
17.306,0.01,0.02,-0.03
17.311,-0.01,-0.02,0.04
17.316,0.04,-0.01,-0.04
17.321,-0.03,0.01,0.02
17.326,-0.03,-0.06,-0.03
17.331,-0.03,-0.01,0.00
17.336,0.01,0.01,-0.07
17.341,-0.01,-0.00,0.05
17.346,0.01,-0.01,-0.07
17.351,0.01,-0.06,0.01
17.362,0.01,-0.01,-0.01
17.364,0.02,-0.06,-0.04
17.369,-0.01,-0.02,-0.07
17.407,-0.04,-0.01,0.05
17.409,-0.00,0.02,0.01
17.409,-0.05,-0.01,0.10
17.410,0.02,-0.02,0.04
17.411,-0.06,0.00,-0.04
17.412,-0.01,-0.00,0.04
17.413,0.04,-0.01,0.01
17.413,0.01,-0.06,-0.03
17.414,0.02,-0.02,0.07
17.424,-0.00,0.01,0.09
17.424,-0.01,-0.01,-0.03
17.429,-0.01,0.01,-0.01
17.433,0.00,-0.06,-0.06
17.437,0.00,-0.03,-0.10
17.441,0.02,0.03,-0.05
17.453,-0.03,0.02,-0.04
17.453,-0.01,0.06,0.08
17.457,-0.03,0.03,0.07
17.461,-0.02,-0.01,0.06
17.466,-0.02,-0.01,-0.12
17.471,0.02,-0.07,-0.09
17.476,0.03,-0.05,-0.09
17.481,0.03,0.02,0.06
17.487,-0.06,0.04,0.03
17.491,-0.01,0.06,0.11
17.496,0.01,0.03,-0.00
17.501,0.02,0.00,-0.02
17.527,0.01,-0.01,0.02
17.531,0.04,-0.09,-0.14
17.532,0.03,-0.01,0.02
17.532,0.02,0.02,-0.03
17.533,-0.02,-0.01,0.07
17.536,0.03,0.03,0.02
17.556,0.01,0.05,0.10
17.557,0.02,0.02,-0.00
17.557,0.01,0.01,0.00
17.558,0.05,-0.03,-0.08
17.559,0.03,0.01,0.01
17.571,-0.01,0.04,-0.01
17.572,0.00,0.00,0.03
17.572,-0.02,0.04,0.02
17.576,-0.01,-0.01,0.01
17.581,0.01,-0.01,0.01
17.586,0.00,-0.02,-0.04
17.591,0.01,-0.03,0.04
17.596,0.01,-0.02,0.02
17.601,0.04,0.03,0.02
17.608,0.01,0.02,-0.01
17.616,-0.02,0.05,0.02
17.616,0.05,-0.07,-0.03
17.628,0.01,-0.06,0.03
17.628,0.02,-0.04,0.01
17.631,-0.01,-0.06,-0.03
17.636,-0.02,-0.05,0.04
17.641,-0.01,-0.01,-0.04
17.646,0.01,0.06,0.11
17.651,-0.03,0.07,-0.10
17.656,-0.00,0.03,0.04
17.661,0.00,-0.01,-0.08
17.666,-0.01,0.00,0.05
17.671,0.02,-0.00,0.09
17.676,0.03,0.01,0.00
17.681,-0.04,0.00,0.05
17.686,-0.09,0.01,0.04
17.691,0.02,0.00,-0.04
17.696,-0.00,0.02,0.04
17.701,-0.00,-0.02,0.04
17.708,0.04,-0.00,-0.05
17.711,-0.02,-0.03,-0.01
17.716,-0.00,-0.03,0.04
17.721,0.00,-0.00,-0.05
17.726,0.01,0.02,-0.01
17.731,0.01,0.03,-0.03
17.737,-0.02,0.01,-0.03
17.751,-0.01,0.03,0.02
17.752,0.01,-0.06,0.02
17.752,-0.00,0.01,-0.06
17.777,0.01,-0.02,-0.03
17.779,0.02,0.02,0.06
17.779,0.02,-0.01,0.10
17.780,-0.02,0.00,-0.15
17.780,-0.03,-0.03,0.05
17.784,-0.00,-0.00,-0.03
17.786,-0.02,-0.01,0.02
17.791,0.01,-0.01,0.01
17.796,0.00,-0.01,0.10
17.801,0.02,-0.01,-0.10
17.806,-0.00,0.00,0.14
17.811,0.03,-0.01,-0.03
17.816,-0.02,-0.00,0.11
17.822,-0.03,-0.01,-0.05
17.827,-0.01,-0.04,-0.04
17.832,0.02,0.00,0.03
17.836,-0.00,-0.02,0.08
17.842,0.02,0.01,-0.03
17.847,-0.03,-0.01,0.06
17.852,0.02,0.00,-0.01
17.857,0.00,0.01,0.06
17.862,0.04,-0.02,0.02
17.867,-0.00,-0.01,0.05
17.874,-0.01,0.02,-0.07
17.894,-0.01,0.02,0.05
17.895,-0.00,-0.01,0.01
17.896,-0.03,0.01,0.01
17.898,-0.03,-0.01,-0.03
17.899,0.00,0.01,0.06
17.904,0.00,-0.01,-0.00
17.907,-0.00,0.01,0.05
17.912,0.00,-0.02,-0.06
17.925,-0.01,-0.05,-0.05
17.927,0.02,-0.02,-0.04
17.928,0.01,0.04,0.04
17.932,0.00,0.05,-0.00
17.937,-0.03,0.07,0.13
17.942,0.00,-0.01,0.00
17.949,0.03,-0.03,-0.04
17.952,0.02,-0.08,-0.10
17.957,0.02,-0.01,0.02
17.962,0.02,0.05,-0.07
17.967,0.01,0.05,0.04
17.971,-0.01,-0.00,0.02
17.981,0.02,-0.03,-0.04
17.985,-0.02,-0.02,-0.05
17.987,0.03,-0.03,-0.06
17.992,-0.02,0.05,0.01
18.012,-0.04,-0.00,-0.01
18.013,0.01,0.04,-0.01
18.014,-0.01,0.02,0.03
18.014,0.03,0.00,-0.07
18.019,-0.00,-0.07,0.01
18.022,-0.04,-0.04,0.03
18.030,0.00,0.02,-0.03
18.033,0.01,-0.02,-0.05
18.041,0.04,0.02,-0.03
18.042,0.02,0.03,0.09
18.048,0.02,0.03,0.02
18.053,0.04,-0.01,-0.03
18.057,0.02,0.01,-0.03
18.062,-0.01,-0.08,0.02
18.068,0.02,-0.02,-0.02
18.072,-0.01,0.00,0.05
18.080,0.00,0.03,-0.07
18.082,0.02,0.03,-0.03
18.087,-0.02,0.02,-0.14
18.092,-0.02,-0.01,-0.03
18.097,-0.05,0.01,-0.07
18.102,0.01,-0.03,0.06
18.107,0.01,-0.03,-0.07
18.113,0.00,0.02,0.00
18.118,0.03,-0.03,-0.01
18.122,0.03,-0.01,0.12
18.127,0.02,-0.00,0.02
18.143,0.03,0.00,0.02
18.144,-0.00,0.01,-0.12
18.146,-0.02,0.01,-0.03
18.154,0.01,-0.00,-0.00
18.154,0.00,0.02,0.04
18.189,0.00,0.01,0.02
18.191,-0.01,0.01,-0.02
18.192,-0.04,0.01,-0.06
18.195,-0.01,0.04,-0.04
18.196,0.01,-0.00,-0.08
18.197,0.02,-0.01,0.01
18.197,-0.02,0.01,0.01
18.198,0.01,0.02,0.01
18.199,-0.04,-0.01,-0.03
18.206,-0.00,0.03,0.05
18.210,0.03,0.02,0.09
18.213,-0.01,0.00,-0.04
18.218,-0.02,0.03,-0.05
18.222,-0.03,0.01,0.02
18.228,-0.01,0.04,-0.06
18.232,-0.02,-0.02,0.04
18.238,-0.01,-0.01,-0.03
18.242,-0.00,-0.01,0.03
18.248,-0.00,0.00,0.03
18.253,0.01,0.03,0.03
18.257,0.02,-0.03,0.02
18.262,0.01,-0.03,0.07
18.268,0.02,0.01,-0.03
18.272,0.00,-0.02,0.05
18.278,0.01,-0.00,0.06
18.290,0.02,-0.04,-0.02
18.306,-0.01,0.01,-0.18
18.308,-0.01,0.00,-0.01
18.308,-0.02,-0.01,0.00
18.309,0.02,0.02,-0.01
18.309,-0.03,0.01,-0.01
18.316,-0.04,0.00,0.03
18.329,0.00,0.00,-0.05
18.331,0.00,0.03,0.01
18.333,-0.02,-0.03,0.07
18.333,0.03,0.02,-0.04
18.340,-0.01,-0.04,-0.03
18.343,-0.01,0.06,0.04
18.351,-0.01,-0.02,0.06
18.354,0.00,-0.02,-0.01
18.358,0.03,-0.03,-0.12
18.363,0.05,0.00,0.03
18.368,-0.01,0.03,0.16
18.373,-0.01,0.03,0.05
18.378,-0.01,-0.01,-0.02
18.383,0.00,0.00,-0.01
18.388,0.02,-0.01,-0.09
18.393,0.04,-0.04,0.02
18.398,-0.01,-0.02,-0.01
18.403,0.00,0.03,-0.02
18.408,-0.00,0.01,-0.00
18.413,-0.01,0.01,0.06
18.425,-0.02,0.03,-0.03
18.429,0.00,0.01,-0.06
18.429,0.02,0.00,-0.01
18.457,-0.05,0.02,-0.05
18.458,0.01,-0.00,0.04
18.459,0.01,-0.01,0.00
18.460,0.06,-0.03,0.01
18.460,0.03,-0.02,-0.01
18.461,-0.04,-0.01,0.05
18.474,0.00,-0.03,0.01
18.475,0.01,-0.04,0.04
18.475,-0.00,0.02,-0.10
18.478,0.03,-0.00,0.02
18.484,0.05,-0.02,0.11
18.488,-0.10,-0.03,0.13
18.493,0.07,0.07,-0.27
18.498,-0.03,-0.02,-0.09
18.503,-0.04,-0.04,-0.02
18.508,0.02,-0.03,0.15
18.513,0.01,0.02,0.13
18.518,-0.01,-0.00,0.02
18.523,0.00,-0.00,-0.04
18.528,0.01,-0.04,-0.04
18.533,0.00,0.03,-0.07
18.539,-0.02,-0.02,0.03
18.554,0.02,-0.03,0.05
18.555,-0.02,-0.01,0.02
18.556,0.03,-0.01,-0.01
18.561,0.00,-0.02,-0.03
18.565,-0.02,-0.03,-0.05
18.588,0.01,0.01,-0.02
18.589,0.00,0.04,0.02
18.590,-0.01,0.01,0.06
18.590,0.00,0.02,-0.01
18.591,0.01,-0.00,0.07
18.596,0.02,-0.02,-0.02
18.599,-0.01,-0.01,0.03
18.604,0.04,0.00,0.03
18.608,0.02,0.01,-0.04
18.613,0.01,-0.02,0.05
18.619,0.02,-0.01,-0.08
18.623,-0.04,0.05,0.04
18.628,-0.02,-0.01,0.05
18.633,-0.00,-0.01,0.05
18.638,-0.04,0.01,-0.00
18.643,0.03,0.01,0.11
18.648,-0.01,0.01,-0.01
18.661,-0.00,0.01,-0.01
18.669,0.05,-0.00,0.00
18.670,0.01,-0.01,0.00
18.671,-0.04,0.01,0.03
18.675,-0.00,-0.00,-0.00
18.678,-0.01,-0.02,-0.04
18.683,0.00,-0.02,-0.03
18.698,-0.01,-0.00,0.01
18.699,0.00,-0.00,-0.02
18.700,-0.00,0.02,0.02
18.704,-0.05,0.01,-0.00
18.708,-0.00,0.00,0.01
18.713,-0.00,-0.00,-0.02
18.718,-0.16,0.01,0.15
18.723,0.30,0.09,0.53
18.728,-0.13,-0.06,0.32
18.735,-0.08,0.01,-0.76
18.738,-0.00,0.02,-0.45
18.743,-0.02,-0.01,-0.04
18.748,0.06,-0.03,0.31
18.754,0.03,0.00,0.17
18.758,0.01,-0.01,0.21
18.763,-0.01,0.02,-0.05
18.768,0.02,-0.00,-0.19
18.773,-0.04,0.03,-0.08
18.778,0.00,0.00,-0.01
18.783,0.01,0.00,0.13
18.797,-0.02,-0.00,0.05
18.798,0.01,-0.02,-0.01
18.800,0.01,0.05,-0.08
18.803,-0.01,0.01,0.00
18.864,-0.03,-0.03,-0.06
18.866,-0.01,-0.01,0.07
18.867,0.00,0.00,0.04
18.868,0.01,-0.02,-0.01
18.869,-0.01,-0.01,0.01
18.870,0.04,0.02,-0.05
18.870,0.00,0.01,-0.03
18.871,-0.02,0.01,0.01
18.871,0.02,-0.04,-0.03
18.871,0.01,0.01,-0.07
18.871,0.02,-0.01,-0.03
18.872,0.01,-0.00,0.04
18.872,0.00,0.01,0.08
18.875,-0.02,0.02,0.02
18.878,0.03,0.03,0.05
18.883,0.02,-0.01,-0.07
18.890,0.02,-0.02,-0.07
18.893,-0.01,-0.00,-0.10
18.898,-0.08,-0.04,-0.04
18.903,-0.03,-0.02,0.01
18.908,-0.01,0.02,0.11
18.913,0.02,0.01,-0.01
18.919,0.02,-0.02,0.06
18.927,0.05,-0.02,-0.06
18.930,0.02,-0.05,0.05
18.933,0.02,-0.02,0.01
18.938,-0.04,-0.02,0.02
18.960,-0.04,0.03,-0.02
18.961,0.03,0.04,0.01
18.961,0.04,0.06,-0.03
18.962,0.00,0.02,0.02
18.972,0.00,0.02,-0.10
18.972,-0.01,0.05,-0.03
18.975,0.04,-0.00,-0.04
18.978,0.02,0.02,0.05
18.983,-0.00,0.03,-0.01
18.988,-0.08,-0.02,0.07
18.993,0.00,-0.02,0.14
18.999,0.05,0.02,-0.11
19.003,-0.01,-0.03,-0.08
19.008,0.01,-0.03,-0.09
19.013,0.01,-0.03,-0.04
19.018,-0.00,-0.01,0.01
19.025,0.01,0.01,0.09
19.028,0.01,0.03,-0.01
19.033,0.01,-0.02,0.01
19.045,0.01,-0.04,-0.06
19.045,0.01,-0.02,-0.00
19.049,0.01,-0.02,-0.01
19.054,0.01,-0.01,0.05
19.062,-0.01,-0.03,-0.02
19.068,0.04,-0.01,0.05
19.069,0.03,0.01,0.02
19.074,0.01,0.03,-0.03
19.097,-0.00,-0.01,0.07
19.098,-0.03,-0.03,0.01
19.099,-0.02,0.00,-0.00
19.099,-0.04,-0.00,-0.02
19.099,-0.04,-0.02,0.09
19.104,-0.03,0.01,-0.02
19.109,-0.03,0.02,0.03
19.114,0.00,0.01,-0.02
19.119,0.03,0.02,0.02
19.124,0.02,-0.03,-0.01
19.129,-0.01,-0.01,0.10
19.134,-0.02,-0.06,-0.07
19.139,0.02,0.00,0.00
19.144,-0.03,0.04,0.02
19.148,0.01,0.02,-0.06
19.153,-0.01,0.01,0.08
19.160,0.03,0.02,-0.01
19.164,-0.02,0.00,-0.00
19.169,0.04,0.01,-0.03
19.174,0.06,-0.01,-0.07
19.179,0.03,-0.01,0.01
19.184,-0.02,-0.04,-0.02
19.189,-0.02,-0.04,-0.04
19.198,-0.00,-0.00,0.01
19.199,-0.00,0.00,-0.01
19.206,-0.00,0.01,-0.01
19.210,-0.01,-0.04,0.03
19.219,-0.00,0.02,0.01
19.220,-0.01,-0.01,0.02
19.224,-0.01,0.01,0.01
19.229,-0.02,-0.02,0.02
19.234,0.01,-0.03,0.06
19.239,0.03,-0.00,-0.01
19.244,-0.00,-0.00,-0.02
19.249,-0.00,0.02,-0.03
19.254,0.03,-0.03,-0.01
19.259,-0.01,0.01,-0.03
19.265,-0.00,-0.01,-0.04
19.269,-0.01,-0.01,-0.02
19.276,-0.02,-0.01,0.00
19.283,-0.03,-0.03,-0.04
19.287,-0.02,-0.01,-0.04
19.290,-0.01,0.02,-0.10
19.298,-0.03,0.01,0.00
19.302,-0.00,0.03,-0.04
19.307,-0.03,0.00,-0.02
19.311,-0.01,0.01,0.05
19.321,-0.03,-0.02,0.03
19.322,0.00,0.02,0.08
19.324,-0.03,0.01,-0.03
19.337,0.03,-0.03,-0.05
19.353,0.01,-0.05,-0.04
19.354,0.02,0.02,-0.03
19.354,-0.00,0.01,0.00
19.355,0.01,-0.03,0.04
19.356,0.01,0.01,-0.01
19.364,0.05,0.02,-0.01
19.365,-0.00,0.01,-0.08
19.377,0.01,0.03,0.01
19.379,0.05,-0.00,-0.05
19.380,0.09,0.03,0.07
19.385,-0.03,-0.03,-0.01
19.389,-0.00,0.02,0.07
19.395,0.05,0.01,-0.02
19.399,-0.00,0.01,0.13
19.404,-0.02,-0.02,-0.11
19.410,0.01,-0.00,0.07
19.414,-0.03,0.00,0.02
19.420,0.02,-0.02,0.02
19.424,-0.04,-0.03,-0.03
19.431,-0.02,0.00,0.01
19.434,-0.02,0.01,0.04
19.439,-0.03,-0.02,-0.08
19.445,-0.04,0.04,0.03
19.472,-0.02,0.02,0.02
19.473,-0.03,0.03,0.05
19.474,-0.02,-0.02,-0.05
19.475,0.00,0.01,0.00
19.476,0.00,0.03,-0.03
19.478,-0.01,0.02,0.04
19.481,-0.01,0.03,-0.01
19.486,0.01,0.05,0.00
19.490,0.02,0.01,0.04
19.495,-0.01,-0.00,0.02
19.507,0.03,0.01,0.02
19.519,0.04,0.03,0.02
19.521,0.01,0.04,0.02
19.522,-0.01,-0.02,-0.06
19.523,0.02,-0.01,0.03
19.533,0.07,-0.01,-0.02
19.535,0.05,0.02,-0.07
19.536,0.05,-0.01,0.01
19.545,0.07,0.04,-0.06
19.546,0.04,-0.01,-0.05
19.555,0.01,0.02,0.00
19.557,0.10,0.02,-0.01
19.560,0.02,-0.02,-0.06
19.566,0.01,0.02,-0.04
19.570,0.07,-0.02,0.11
19.574,-0.07,-0.08,0.24
19.579,0.09,0.00,-0.17
19.584,0.02,-0.02,-0.09
19.589,-0.02,0.00,-0.05
19.594,-0.00,0.01,0.07
19.603,0.02,-0.03,0.18
